iso	lang	lat	area	language	glottocode
NOCODE_Erie			North America	Erie	erie1238
xut	140.95758	-17.45658	Australia	Kuthant	kuth1240
xuu	22.599835	-16.59051	Africa	Kxoe	kxoe1243
xur	44.3833333333	35.0333333333	Eurasia	Urartian	urar1245
isr	34.76366	31.5279	Eurasia	Israeli Sign Language	isra1236
isu	9.96577	6.63731	Africa	Isu (Menchum Division)	isum1240
ist	13.64	45.088	Eurasia	Istriot	istr1244
xud				NA	NA
isi	8.68668	6.59158	Africa	Nkem-Nkum	nkem1242
ish	6.33917	6.25685	Africa	Esan	esan1238
iso	6.24682	5.52889	Africa	Isoko	isok1239
isn	34.846	-3.99991	Africa	Isanzu	isan1243
xub	76.60643	11.63852	Eurasia	Betta Kurumba	bett1235
isl	-19.02117	63.48375	Eurasia	Icelandic	icel1247
isc	-74.51927	-7.75236	South America	Isconahua	isco1239
xum			Eurasia	Umbrian	umbr1253
isa	145.46204	-5.83809	Papua	Isabi	isab1240
xuo	15.48432	7.97771	Africa	Kuo	kuoo1238
isg	-6.36541	53.31499	Eurasia	Irish Sign Language	iris1235
ise	12.42949	42.72915	Eurasia	Italian Sign Language	ital1275
isd	121.1599	18.21387	Papua	Isnag	isna1241
NOCODE_Marawan	-51.8	3.9	South America	Marawan	mara1408
ukq	7.96002	5.59913	Africa	Ukwa	ukwa1238
jje			Eurasia	Jejueo	jeju1234
ofs			Eurasia	Old Frisian	oldf1241
gyg	21.97066	5.57378	Africa	Gbayi	gbay1278
gyf	148.60445	-25.68965	Australia	Gungabula	gung1248
gye	9.23923	10.41095	Africa	Gyem	gyem1238
gyd	139.48903	-17.06954	Australia	Kayardild	kaya1319
gyb	145.68321	-4.9222	Papua	Garus	garu1246
gya	15.2569	5.9503	Africa	Northwest Gbaya	nort2775
gyn	-56.94513	5.623205	South America	Guyanese Creole English	creo1235
gym	-82.391125	8.825105	North America	Ngabere	ngab1239
gyl	36.57211	5.95034	Africa	Gayil	gayi1237
gyi	10.24928	2.474565	Africa	Gyele	gyel1242
gyr	-61.69335	-15.82467	South America	Guarayu	guar1292
gyy	145.86184	-27.06423	Australia	Gunya	guny1241
NOCODE_Pidgin-Fijian			Papua	Pidgin Fijian	pidg1237
NOCODE_Taut-Batu			Papua	Taut Batu	taut1234
tyl	104.25078	22.75275	Eurasia	Thu Lao	thul1247
tyn	139.90245	-5.54543	Papua	Kombai	komb1274
tyh	104.106145	19.349715	Eurasia	O'du	oduu1239
tyi	13.86035	-2.98028	Africa	Teke-Tsaayi	teke1281
tyj	104.93774	19.1801	Eurasia	Tai Do-Mene-Yo	taid1248
tye	3.586515	11.59531	Africa	Kyenga	kyen1242
tya	145.3657	-5.74255	Papua	Tauya	tauy1241
tyx	13.86684	-3.50685	Africa	Teke-Tyee	teke1276
tyz	106.16715	21.64483	Eurasia	Tay	tayy1238
tyt	104.00762	21.38306	Eurasia	Tay Tac	tayt1241
tyu	26.01579	-22.02366	Africa	Southern Tshwa	kuaa1238
tyv	92.6692633333	48.43595	Eurasia	Tuvinian	tuvi1240
typ	143.32412	-14.82924	Australia	Thaypan	thay1248
tyr	104.62459	20.455905	Eurasia	Tai Daeng-Meuay	taid1249
tys	103.80538	22.29499	Eurasia	Tay Sa Pa	tays1238
dok	120.70738	0.80348	Papua	Dondo	dond1249
doh	11.99245	8.64119	Africa	Dong	dong1293
don	146.98836	-9.10008	Papua	Toura (Papua New Guinea)	tour1243
doo	29.96193	2.96683	Africa	Dongo	dong1290
dol	142.65608	-7.85806	Papua	Doso	doso1239
dob	150.82504	-9.63239	Papua	Dobu	dobu1241
doc	109.20384	26.99443	Eurasia	Northern Dong	nort2735
doa	144.89497	-6.03737	Papua	Dom	domm1246
dof	148.45002	-10.15101	Papua	Domu	domu1245
doe	38.49022	-6.25844	Africa	Doe	doee1238
doz	37.55537	6.25237	Africa	Dorze	dorz1235
dox	37.20169	5.74987	Africa	Bussa	buss1239
doy	-2.295	8.182	Africa	Dompo	domp1238
NOCODE_Jova	-109.0	28.5	North America	Jova	jova1234
dor	160.89663	-9.11536	Papua	Dori'o	dori1246
dos	-4.1493	10.18993	Africa	Dogose	dogo1295
dop	1.669535	9.519485	Africa	Lukpa	lukp1238
doq	-71.17218	18.87983	North America	Dominican Sign Language	domi1236
dov	26.502	-18.37	Africa	Toka-Leya-Dombe	domb1246
dow	13.07676	8.68604	Africa	Doyayo	doya1240
dot	9.51838	9.9325	Africa	Dass	dass1243
kup	146.90782	-8.09371	Papua	Kunimaipa	kuni1267
kuj	34.504925	-1.506365	Africa	Kuria	kuri1259
bav	10.41372	6.11403	Africa	Vengo	veng1238
baw	10.22335	6.10821	Africa	Bambili-Bambui	bamb1266
bau	10.21664	9.42456	Africa	Bada (Nigeria)	bada1258
bar	13.246026	47.923164	Eurasia	Bavarian	bava1246
bas	10.42135	3.80765	Africa	Basa (Cameroon)	basa1284
bap	87.04738	27.12147	Eurasia	Bantawa	bant1281
baz			Africa	Tunen (Retired)	tune1241
bax	10.84772	5.49017	Africa	Bamun	bamu1253
bay	134.78651	-5.74908	Papua	Batuley	batu1258
baf	11.02897	4.35696	Africa	Nubaca	nuba1241
bag	11.53531	4.64348	Africa	Tuki	tuki1240
bae	-66.82799	1.91649	South America	Bare	bare1276
bab	-16.05858	12.31277	Africa	Bainounk-Gujaher	bain1259
bac	106.17663	-6.35359	Papua	Badui	badu1237
baa	157.14937	-7.22281	Papua	Babatana	baba1268
ban	115.07496	-8.35714	Papua	Balinese	bali1278
bao	-70.164405	0.30416	South America	Waimaha	waim1255
bam	-9.98949	12.04008	Africa	Bambara	bamb1269
baj	134.67109	-6.7394	Papua	Barakai	bara1367
bak	56.55937	53.59671	Eurasia	Bashkir	bash1264
bah	-79.149985	25.284065	North America	Bahamas Creole English	baha1260
NOCODE_Kuyubi	-64	-11.75	South America	Kuyubi	kuyu1236
omc	-79.0	-8.01666666667	South America	Mochica	moch1259
omb	167.89039	-15.35234	Papua	East Ambae	east2443
oma	-96.52947	42.09436	North America	Omaha-Ponca	omah1247
omg	-69.166735	-3.526	South America	Omagua	omag1248
ome	-69.99999	0.99999	South America	Omejes	omej1234
omk			Eurasia	Malyj Anjuj Omok	yuka1240
omi	30.5385	3.2542	Africa	Omi	omii1238
omo	144.92425	-4.82756	Papua	Utarmbung	utar1238
omn			Eurasia	Minoan	mino1236
oml	25.17477	-2.32162	Africa	Ombo	ombo1238
omr			Eurasia	Old Marathi	oldm1244
omw	145.88287	-6.35337	Papua	South Tairora	sout2943
omu	-75.915695	-4.921615	South America	Omurano	omur1241
omt	35.62963	-1.34401	Africa	Omotik	omot1239
NOCODE_Burundi-Pidgin-French			Africa	Burundi Pidgin French	buru1323
unp	124.66753	-16.10935		NA	NA
unr	87.1792	25.03911	Eurasia	Mundari	mund1320
unu			Papua	Unubahe	unub1234
unx	87.1792	25.03911	Eurasia	Munda	mund1321
unz	119.67323	-0.85876	Papua	Unde Kaili	unde1235
fng	27.1400833333	-25.384842	Africa	Fanagalo	fana1235
una	146.21818	-6.64084	Papua	North Watut	nort2857
une	6.13427	6.97237	Africa	Uneme	unem1238
ung	126.43311	-16.40063	Australia	Ngarinyin	ngar1284
unk	-58.9802	-12.43024	South America	Enawene-Nawe	enaw1238
unm	-98.32013	35.02644	North America	Unami	unam1242
fni	18.75001	10.29104	Africa	Fania	fani1244
scg	110.40412	-0.13152	Papua	Sanggau	sang1339
NOCODE_Yurumangui	-76.522636	3.436864	South America	Yurumangui	yuru1243
mco	-95.46586	16.94037	North America	Coatlan Mixe	coat1238
mcn	15.474835	10.0606	Africa	Masana	masa1322
mcm	129.0	-2.0	Eurasia	Malacca-Batavia Portuguese Creole	mala1533
mcl	-75.83332	0.49999	South America	Macaguaje	maca1261
mck	21.97677	-14.60299	Africa	Mbunda	mbun1249
mcj	11.18433	6.75724	Africa	Mvano	mvan1238
mci	147.13705	-6.56072	Papua	Mese	mese1244
gli	157.56369	-8.10266	Papua	Guliguli	guli1244
mcg	-67.25811	5.96952	South America	Mapoyo	mapo1246
mcf	-72.628105	-5.739145	South America	Matses	mats1244
mce	-97.59753	16.77876	North America	Itundujia Mixtec	itun1239
mcd	-71.123155	-9.8626	South America	Sharanahua	shar1245
mcc	142.70984	-8.51839	Papua	Bitur	bitu1242
mcb	-72.50171	-12.12905	South America	Machiguenga	mach1267
mca	-57.36935	-25.01186	South America	Maca	maca1260
akx	92.82266	12.84943	Eurasia	Akakede	akak1252
mcz	145.58867	-5.2219	Papua	Mawan	mawa1267
mcy	146.40948	-7.03751	Papua	South Watut	sout2877
mcx	15.524605	3.457755	Africa	Mpiemo	mpie1238
mcw	18.2999	11.74608	Africa	Mawa (Chad)	mawa1270
mcv	144.01087	-7.61717	Papua	Minanibai-Foia Foia	mina1274
mcu	11.41953	6.43829	Africa	Donga Mambila	came1252
mct	11.39465	4.5932	Africa	NA	NA
mcs	14.00129	9.6121	Africa	Mambai	mamb1294
mcr	146.07051	-7.17425	Papua	Menya	meny1245
mcq	148.37594	-9.09451	Papua	Ese	esee1247
mcp	13.07888	4.15471	Africa	Makaa	maka1304
slx	23.15022	-5.44937	Africa	Salampasu	sala1268
sly	120.49606	-6.10145	Papua	Selayar	sela1260
slz	130.90913	-1.22329	Papua	Misool-Salawati Ma'ya	maya1282
slt	102.13368	21.688835	Eurasia	Sila	sila1247
slu	130.96124	-8.18376	Papua	Selaru	sela1259
slv	14.7765875	46.2542575	Eurasia	Slovenian	slov1268
slw	147.57361	-6.07688	Papua	Sialum	sial1240
slp	122.80341	-8.36439	Papua	Lamaholot	lama1277
slq	47.34872	37.03921	Eurasia	Salchuq	salc1238
slr	102.81943	35.54568	Eurasia	Salar	sala1264
sls	103.86376	1.33069	Eurasia	Singapore Sign Language	sing1237
sll	145.02097	-6.26519	Papua	Salt-Yui	salt1242
slm	120.53586	6.27167	Papua	Pangutaran Sama	pang1291
sln	-121.71773	37.66462	North America	Salinan	sali1253
slh	-122.14073	47.26303	North America	Southern Puget Sound Salish	sout2965
sli	15.9666666667	50.6963333333	Eurasia	Lower Silesian	lowe1388
slj	-56.5107	1.74782	South America	Saluma	salu1254
slk	18.78479	48.545705	Eurasia	Slovak	slov1269
sld	-2.38217	11.0916	Africa	Sissala of Burkina Faso	siss1242
sle	77.221069	11.945826	Eurasia	Sholaga	shol1240
slf	8.79111	46.30761	Eurasia	Swiss-Italian Sign Language	swis1235
slg	116.45038	4.34788	Papua	Selungai Murut	selu1243
slc	-69.38426	5.30115	South America	Saliba	sali1298
glc	19.57745	10.65773	Africa	Bon Gula	bong1282
gld	134.797255	48.43426	Eurasia	Nanai	nana1257
gle	-7.61509	53.21855	Eurasia	Irish	iris1253
glg	-7.534295	42.244575	Eurasia	Galician	gali1258
gly	33.69291	11.83364	Africa	Gule	gule1241
swr	136.29569	-1.91473	Papua	Saweru	sawe1240
wdu	147.42089	-23.80289	Australia	Wadjigu	wadj1255
kiz	34.48254	-9.93	Africa	Kisi	kisi1243
kiy	137.282	-3.18494	Papua	Kirikiri	kiri1256
kix	95.161755	26.20717	Eurasia	Khiamniungan Naga	khia1236
kis	143.95983	-3.83909	Papua	Kis	kiss1246
kir	74.0	42.0	Eurasia	Kirghiz	kirg1245
kiq	140.19727	-3.78748	Papua	Kosadle	kosa1251
kip	82.64667	27.94373	Eurasia	Sheshi Kham	shes1236
kiw	144.66697	-7.39215	Papua	Northeast Kiwai	nort2930
kiv	33.64451	-7.23023	Africa	Kimbu	kimb1242
kiu	39.40036	39.16361	Eurasia	Kirmanjki	kirm1248
kit	142.53159	-9.08521	Papua	Agob-Ende-Kawam	agob1244
kik	36.71901	-0.29005	Africa	Kikuyu	kiku1240
kij	151.0724	-8.72574	Papua	Kilivila	kili1267
kii	-96.5	31.83	North America	Kitsai	kits1249
kih	141.19097	-2.88607	Papua	Kilmeri	kilm1241
kio	-98.90424	34.94026	North America	Kiowa	kiow1266
kin	29.6441333333	-1.56770666667	Africa	Kinyarwanda	kiny1244
kim	98.37923	53.7145	Eurasia	Taiga Sayan Turkic	kara1462
kil	9.63992	11.01194	Africa	Kariya	kari1316
kic	-89.03034	41.655145	North America	Kickapoo	kick1244
kib	30.47166	11.69648	Africa	Koalib-Rere	koal1240
kia	15.89359	9.79442	Africa	Kim	kimm1246
NOCODE_Mongoba-Kazibati	29.563687	2.809828	Africa	Mongoba-Kazibati	mong1345
kig	138.35508	-8.01899	Papua	Kimaama	kima1246
kif	82.95235	28.52593	Eurasia	Eastern Parbate Kham	east2354
kie	20.87674	11.32054	Africa	Kibet	kibe1241
kid	10.29904	6.5817	Africa	Koshin	kosh1246
xjb				Tweed-Albert	twee1234
glu	19.21821	10.30493	Africa	Gula (Chad)	gula1269
xjt				NA	NA
glv	-4.45437	54.26037	Eurasia	Manx	manx1243
tdx	45.15152	-24.80155	Africa	Tandroy Malagasy	tand1256
glw	13.865235	11.13336	Africa	Glavda	glav1244
yei	11.53922	6.48954	Africa	Yeni	yeni1253
yej	35.10838	31.80104	Eurasia	Yevanic	yeva1238
yel	22.58912	-2.46204	Africa	Yela-Kela	yela1238
yen			Africa	Yendang (Retired)	yend1240
yea	75.62646	12.32309	Eurasia	Ravula	ravu1237
yec	8.47267	48.24834	Eurasia	Yeniche	yeni1236
yee	143.5721	-4.71731	Papua	Yimas	yima1243
yey	23.608825	-18.91781	Africa	Yeyi	yeyi1239
yes	7.97913	9.05454	Africa	Yeskwa	yesk1239
yer	10.02885	8.98356	Africa	Tarok	taro1263
yeu	81.97482	17.37023	Eurasia	Yerukula	yeru1240
yet	140.65319	-4.05884	Papua	Yetfa	yetf1238
yev	142.43607	-3.47256	Papua	Yeri	yapu1240
opt	-110.06212	31.15211	North America	Teguima	opat1246
NOCODE_Seb-Seliyer			Eurasia	Seb Seliyer	sebs1234
opy	-53.7227	-22.278	South America	Ofaye	ofay1240
opa	5.97843	7.33708	Africa	Okpamheri	okpa1238
opm	142.17666	-5.20797	Papua	Oksapmin	oksa1245
opo	145.75121	-7.85988	Papua	Opao	opao1240
NOCODE_Jirajaran	-68.4	7.26666666667	South America	Jirajaran	jira1235
opk	139.92557	-4.91191	Papua	Kopkaka	kopk1238
www	11.78018	6.68974	Africa	Wawa	wawa1246
wwr	123.97143	-17.09646	Australia	Warrwa	warr1258
NOCODE_Nitita	167.46	-16.2	Papua	Nitita	niti1249
wwa	1.65318	10.59559	Africa	Waama	waam1244
wwb			Australia	Wakabunga	waka1282
wwo	167.54977	-14.29165	Papua	Dorig	weta1242
NOCODE_Chono	-73.879395	-44.298692	South America	Chono	chon1248
NOCODE_Paravilhana	-60.483333	3.116667	South America	Paravilhana	para1309
NOCODE_Kimda	-54.625855	-25.826594	South America	Kimda	kimd1235
zuy	14.44451	10.55798	Africa	Zumaya	zuma1239
zua	9.28934	9.95001	Africa	Zeem	zeem1242
NOCODE_Mimi-Gaudefroy			Africa	Mimi-Gaudefroy	mimi1240
zuh	145.29832	-6.05047	Papua	Tokano	toka1244
zun	-108.78197	35.00561	North America	Zuni	zuni1245
zul	31.351174	-25.330502	Africa	Zulu	zulu1248
zum	56.42019	26.16023	Eurasia	Kumzari	kumz1235
NOCODE_Pidgin-Hindustani			Papua	Pidgin Hindustani	pidg1251
NOCODE_Nabit	-0.671111	10.857778	Africa	Nabit	nabi1240
NOCODE_Avok			Papua	Avok	avok1244
NOCODE_Pericu	-109.614813	23.316718	North America	Pericu	peri1250
NOCODE_NE-Tasmanian-Dialect-Chain	147.188415	-41.058644	Australia	NE Tasmanian Dialect Chain	neta1235
iqu	-73.97046	-3.31233	South America	Iquito	iqui1243
xww				NA	NA
xwt				NA	NA
xwr	138.43628	-2.56457	Papua	Kwerba Mamberamo	kwer1263
xwl	2.03904	6.33455	Africa	Western Xwla Gbe	west2456
xwj				NA	NA
xwg	36.1702	5.40416	Africa	Kwegu	kweg1241
xwe	2.02985	6.41342	Africa	Xwela Gbe	xwel1235
xwc			North America	Woccon	wocc1242
xwa	-61.1833333333	-11.6666666667	South America	Kwaza	kwaz1243
NOCODE_West-Nyala			Africa	West Nyala	west2861
NOCODE_Okwanuchu			North America	Okwanuchu	okwa1235
NOCODE_Mahigi			Papua	Mahigi	mahi1249
rnp	79.567	30.528	Eurasia	Rongpo	rong1264
fse	25.06767	60.66099	Eurasia	Finnish Sign Language	finn1310
fsl	3.0	47.0	Eurasia	French Sign Language	fren1243
fss	26.328	62.111	Eurasia	Finland-Swedish Sign Language	finl1235
qbb			Eurasia	Old Latin	oldl1238
NOCODE_Island-Takic			North America	Island Takic	isla1277
tnu	104.36727	18.66237	Eurasia	Tay Khang	tayk1238
NOCODE_Giya			Australia	Giya	giya1234
erw	132.7048	-2.83746	Papua	Erokwanas	erok1237
dil	29.60565	12.03469	Africa	Dilling	dill1242
dim	36.33293	6.20951	Africa	Dime	dime1235
dio	6.3731	9.0611	Africa	Dibo	dibo1247
dih	-116.609415	32.5153	North America	Tipai	kumi1248
dii	10.9888	4.80551	Africa	Dimbong	dimb1238
dij	129.68668	-7.55894	Papua	Dai	daii1240
dik	28.06131	8.81115	Africa	Southwestern Dinka	sout2832
jhi	101.54145	5.63695	Eurasia	Jehai	jeha1242
dif	137.99999	-28.16666	Australia	Dieri	dier1241
dig	39.1752	-4.62101	Africa	Digo	digo1243
dia	142.24844	-3.38837	Papua	Alu-Sinagen	diaa1238
dib	30.30213	6.7307	Africa	South Central Dinka	sout2833
dic	-5.40633	5.86012	Africa	Lakota Dida	lako1244
jhs			Eurasia	Jhankot Sign Language	jhan1234
dix	167.51592	-16.32665	Papua	Dixon Reef	dixo1238
diy	139.45512	-5.12627	Papua	Diuwe	diuw1238
diz	19.38809	-4.44304	Africa	Ding	ding1239
dit	138.07782	-28.79923	Australia	NA	NA
diu	20.66778	-18.16808	Africa	Diriku-Shambyu	diri1252
div	73.07456	3.82586	Eurasia	Dhivehi	dhiv1236
diw	29.29981	9.81484	Africa	Northwestern Dinka	nort2816
dip	31.83923	9.27995	Africa	Northeastern Dinka	nort2815
diq	39.63882	38.61469	Eurasia	Dimli	diml1238
dir	11.63209	7.83766	Africa	Dirim	diri1253
dis	93.18061	25.41984	Eurasia	Dimasa	dima1251
ruh	91.469	25.506	Eurasia	Ruga	ruga1238
rub	31.48191	2.06754	Africa	Gungu	gung1250
tnf	71.25419	38.22673	Eurasia	Tangshewi	tang1374
box	-3.50303	11.16869	Africa	Buamu	buam1238
boy	26.0	6.0	Africa	Bodo (Central African Republic)	bodo1272
hbo	35.17248	31.77607	Eurasia	Ancient Hebrew	anci1244
hbn	30.52819	11.29079	Africa	Ebang	heib1243
bop	146.73767	-5.84007	Papua	Bonkiman	bonk1244
boq	142.25459	-5.54487	Papua	Bogaya	boga1247
bor	-55.20043	-16.60295	South America	Bororo	boro1282
bos	17.67044	42.93308	Eurasia	NA	NA
bot	27.99183	7.4145	Africa	Bongo	bong1285
bou	38.50791	-5.10749	Africa	Bondei	bond1247
bov	0.38008	7.31095	Africa	Tuwuli	tuwu1238
bow	141.03371	-8.41526	Papua	Rema	rema1238
boh	22.97302	3.5857	Africa	Boma Yumu	boma1246
boi	-119.699249	34.461957	North America	Barbareno	barb1263
boj	145.71663	-5.45899	Papua	Anjam	anja1238
bok	17.62984	2.39823	Africa	Impfondo	bonj1234
bol	11.23216	11.48388	Africa	Bole	nucl1695
bom	8.81221	9.67037	Africa	Berom	bero1242
NOCODE_Lenca-Honduras	-87.49878	13.667338	North America	Lenca-Honduras	lenc1242
boo	-4.25688	15.47052	Africa	Tiemacewe Bozo	tiem1235
hbu	125.96468	-8.76565	Papua	Habu	habu1241
boa	-68.90929	-2.91467	South America	Bora	bora1263
bob	41.23402	-1.40124	Africa	Aweer	awee1242
bod	90.1872433333	28.36807	Eurasia	Tibetan	tibe1272
boe	10.27042	6.59969	Africa	Mundabli-Mufu	mund1328
bof	-4.75524	11.82422	Africa	Bolon	bolo1266
bog	-8.00136	12.651	Africa	Langue de Signes Malienne	bama1249
ayl	15.00136	22.00324	Africa	Libyan Arabic	liby1240
ayo	-60.217495	-19.220055	South America	Ayoreo	ayor1240
ayn	44.84118	15.65517	Eurasia	Sanaani Arabic	sana1295
ayi	8.20861	5.98832	Africa	Leyigha	leyi1238
ayh	48.65241	15.44676	Eurasia	Hadrami Arabic	hadr1236
ayk	6.34264	7.40354	Africa	Akuku	akuk1235
aye	6.01979	7.52206	Africa	Ayere	ayer1245
ayd	142.89347	-14.66524	Australia	Yintyinka-Ayabadhu	ayab1239
ayg	0.98348	8.2327	Africa	Ginyanga	giny1241
aya	144.83607	-4.13554	Papua	Awar	awar1249
ayc	-70.34424	-17.14171	South America	Southern Aymara	sout2996
ayb	2.20552	6.62654	Africa	Ayizo Gbe	ayiz1245
ayy	121.29319	16.31714	Papua	Tayabas Ayta near Lucena City in Western Quezon	taya1256
ayx	98.86843	27.12131	Eurasia	Ayi (China)	ayic1234
ayz	132.59118	-1.3679	Papua	Maybrat-Karon	maib1239
ayu	8.60225	9.2634	Africa	Ayu	ayuu1242
ayt	120.48961	14.41534	Papua	Bataan Ayta	bata1297
ayq	142.40679	-3.95946	Papua	Ayi (Papua New Guinea)	ayip1235
ayp	42.00475	36.2985733333	Eurasia	North Mesopotamian Arabic	nort3142
ays	124.16469	13.04255	Papua	Sorsogon Ayta	sors1239
ayr	-68.5	-17.0	South America	Central Aymara	cent2142
ood	-111.994865	31.79725	North America	Tohono O'odham	toho1245
NOCODE_Oli-Bidiman	9.8	4.33	Africa	Oli-Bidiman	olib1234
NOCODE_Cueva			North America	Cueva	cuev1238
oon	92.47067	10.69263	Eurasia	Önge	onge1236
oos			Eurasia	Old Ossetic	oldo1234
oor	23.01446	-28.38447	Africa	Oorlams	oorl1238
fly	27.49549	-25.8633	Africa	Tsotsitaal	tsot1242
flr	28.98646	-3.04022	Africa	Fuliiru	fuli1240
ulw	-83.581467	12.932292	North America	Ulwa	ulwa1239
ulu	116.5	3.25	Papua	Uma' Lung	umal1238
fli	13.40867	10.54189	Africa	Fali	fali1285
flh	139.21267	-3.04582	Papua	Abawiri	foau1240
uli	140.0	10.0	Papua	Ulithian	ulit1238
uln	152.18315	-4.19566	Papua	Unserdeutsch	unse1236
fll	13.65675	9.9249	Africa	North Fali	nort2770
ull	77.09056	9.46719	Eurasia	Ullatan	ulla1237
fln	144.25927	-14.18123	Australia	Flinders Island	flin1247
fla	-114.18987	47.58251	North America	Kalispel-Pend d'Oreille	kali1308
ulc	140.29045	51.85209	Eurasia	Ulch	ulch1241
ula	6.59138	10.50213	Africa	Fungwa	fung1245
ulf	140.50189	-3.63853	Papua	Usku	usku1243
bgj	10.66697	6.0125	Africa	Bangolan	bang1356
bgk	101.915765	21.347375	Eurasia	Bit	bitt1240
NOCODE_Capoxo	-42.033333	-16.766667	South America	Capoxo	capo1236
bgm	-12.07358	12.27246	Africa	NA	NA
NOCODE_Culli	-78.116456	-7.878618	South America	Culli	cull1235
NOCODE_Bagua			South America	Bagua	bagu1249
nyx	151.313	-29.581	Australia	Nganyaywana	ngan1296
nyy	33.77634	-9.71018	Africa	Nyakyusa-Ngonde	nyak1260
nyr			Africa	Nyiha (Malawi)	nyih1239
nys	118.15081	-33.11995	Australia	Nyunga	nyun1247
nyp	33.73651	3.4997	Africa	Nyang'i	nyan1313
nyq	53.52105	34.22125	Eurasia	Nayinic	nayi1242
nyv	122.85075	-16.91292	Australia	Nyulnyul	nyul1247
nyw	104.15092	17.12133	Eurasia	NA	NA
nyt	146.2156	-18.87429	Australia	Nyawaygi	nyaw1247
nyu	33.02328	-16.47566	Africa	Nyungwe	nyun1248
nyj	28.31546	-1.29357	Africa	Nyanga	nyan1304
nyk	14.94004	-15.96162	Africa	Nyaneka	nyan1305
nyh	124.34808	-17.95942	Australia	Nyigina	nyig1240
nyi	29.43324	12.09934	Africa	Ama (Sudan)	amas1236
nyn	30.54803	-0.46364	Africa	Nyankole	nyan1307
nyo	31.34928	0.95294	Africa	Nyoro	nyor1246
nyl	104.33042	14.88168	Eurasia	Nyeu	nyeu1238
nym	32.94452	-5.08559	Africa	Nyamwezi	nyam1276
nyb	0.37152	6.82649	Africa	Nyangbo	nyan1302
nyc	29.1805	2.97634	Africa	Nyanga-li	nyan1303
nya	32.810775	-14.80472	Africa	Nyanja	nyan1308
nyf	39.6648	-3.30638	Africa	Giryama	giry1241
nyg	28.64345	-3.03802	Africa	Nyindu	nyin1248
nyd	34.6166	0.07523	Africa	Nyore	nyor1244
nye	22.47872	-17.23137	Africa	Nyengo	nyen1257
snf	-16.92051	14.79201	Africa	Noon	noon1242
sng	26.84621	-10.02359	Africa	Sanga (Democratic Republic of Congo)	sang1331
snd	69.0	26.0	Eurasia	Sindhi	sind1272
mar	76.66649	17.93438	Eurasia	Marathi	mara1378
mau	-96.72403	18.25558	North America	Huautla Mazatec	huau1238
mat	-100.05809	19.35839	North America	San Francisco Matlatzinca	sanf1262
maw	-0.74675	10.38842	Africa	Mampruli	mamp1244
sna	29.75725	-17.20849	Africa	Shona	shon1251
snn	-76.02367	0.31733	South America	Siona-Tetete	sion1247
max	128.32323	-0.86437	Papua	North Moluccan Malay	nort2828
snl	125.37833	5.40229	Papua	Sangil	sang1337
snm	31.25	2.8735	Africa	Southern Ma'di	sout2828
snj	21.17331	4.32811	Africa	Riverain Sango	rive1257
snk	-11.71778	13.1272633333	Africa	Soninke	soni1259
snh	-62.34039	-14.37979	South America	Shinabo	shin1267
sni	-74.91665	-7.24999	South America	Sensi	sens1242
snv	115.66395	3.587235	Papua	Sa'ban	saba1265
snw	0.42458	7.17462	Africa	Selee	sele1249
mab	-97.22931	17.03108	North America	Yutanduchi Mixtec	yuta1240
mae	8.90506	8.9352	Africa	Bo-Rukul	boru1244
mad	113.0	-7.0	Papua	Madurese	nucl1460
snp	145.24661	-6.13188	Papua	Siane	sian1257
maf	13.81812	10.94295	Africa	Mafa	mafa1239
mai	86.22114	26.381655	Eurasia	Maithili	mait1250
mah	170.46258	3.129645	Papua	Marshallese	mars1254
mak	119.8381	-5.65551	Papua	Makasar	maka1311
maj	-96.49769	18.08034	North America	Jalapa De Diaz Mazatec	jala1237
mam	-91.72314	14.80343	North America	Mam	mamm1241
bgz	123.17079	-1.58305	Papua	Banggai	bang1368
snx	145.81346	-5.55572	Papua	Sam	samm1244
sny	142.36939	-4.4376	Papua	Saniyo-Hiyewe	sani1270
zna	19.14163	10.58847	Africa	Zan Gula	zang1249
zng	102.133203333	21.4304533333	Eurasia	Mang	mang1378
zne	26.7156766667	4.62047	Africa	Zande	zand1248
znk	132.352	-11.361	Australia	Manangkari	mana1248
zns	9.76103	10.0839	Africa	Mangas	mang1416
lsg	2.36811	48.56422	Eurasia	Lyons Sign Language	lyon1239
lsd	35.22249	31.77445	Eurasia	Lishana Deni	lish1247
lse	18.39908	0.16988	Africa	Lusengo	luse1252
lsa	52.99868	35.40153	Eurasia	Lasgerdi	lasg1238
lso	104.518	18.387	Eurasia	Laos Sign Language	laos1235
lsl	24.4931	56.93354	Eurasia	Latvian Sign Language	latv1245
lsm	34.0335	0.3652	Africa	Saamia	saam1283
NOCODE_Ambermo			Papua	Ambermo	ambe1246
lsh	92.18383	27.7686	Eurasia	Khispi	lish1235
lsi	98.548095	26.099195	Eurasia	Lashi	lash1243
lst			North America	Modern Trinidad and Tobago Sign Language	trin1277
lsr	142.47775	-3.45782	Papua	Srenge	aruo1240
lss	66.9137	25.32934	Eurasia	Lasi	lasi1242
lsp			North America	Panamanian Sign Language	pana1308
lsy			Africa	Mauritian Sign Language	maur1240
qhr			Eurasia	Old Sabellic	sabe1248
kky	144.83085	-14.9424	Australia	Guugu Yimidhirr	gugu1255
kkx	111.90514	-1.43973	Papua	Kohin	kohi1250
kkz	-132.41246	61.99422	North America	Kaska	kask1239
